date,topic,article_name,url,media_name,extraction_date
2020-05-06,policiales,tercera reunion en el penal de devoto: se dio por superado el conflicto y ampliaran la mesa de dialogo ,https://www.clarin.com/policiales/tercera-reunion-penal-devoto-dio-superado-conflicto-ampliaran-mesa-dialogo_0_rO_IIwprb.html,clarin,2020-05-06
2020-05-06,sociedad,coronavirus: que es la enfermedad de kawasaki ,https://www.clarin.com/sociedad/coronavirus-enfermedad-kawasaki_0_LFSwNTnxr.html,clarin,2020-05-06
2020-05-06,economia,"los dolares alternativos bajan levemente y cae 3,5% el riesgo pais ",https://www.clarin.com/economia/economia/dolares-alternativos-bajan-levemente-cae-2-4-riesgo-pais_0_UEPyPc7bE.html,clarin,2020-05-06
2020-05-06,economia,canje de deuda: martin guzman consiguio que la elite de los economistas internacionales respaldara la oferta argentina ,https://www.clarin.com/economia/economia/canje-deuda-martin-guzman-consiguio-elite-economistas-internacionales-respaldara-oferta-argentina_0_JIn8VX023.html,clarin,2020-05-06
2020-05-06,viste,a causa del coronavirus cierran por primera vez en su historia el subte de nueva york ,https://www.clarin.com/viste/causa-coronavirus-cierran-primera-historia-subte-nueva-york_0_I_RK9HfD6.html,clarin,2020-05-06
2020-05-06,deportes,sebastian villa fue citado a indagatoria por la denuncia de violencia de genero de su ex pareja ,https://www.clarin.com/deportes/sebastian-villa-citado-indagatoria-denuncia-violencia-genero-ex-pareja_0_DlvPtjxT3.html,clarin,2020-05-06
2020-05-06,deportes,"paulo dybala, curado de coronavirus ",https://www.clarin.com/deportes/paulo-dybala-curado-coronavirus_0_Vb-Lk-YKU.html,clarin,2020-05-06
2020-05-06,deportes,eligieron los peores once de la historia del real madrid: hay un argentino y un ex river ,https://www.clarin.com/deportes/argentino-bizzarri-peor-once-madrid_0_ycRHC7eOX.html,clarin,2020-05-06
2020-05-05,deportes,"mariela antoniska, de campeona mundial con las leonas a enfrentar al coronavirus como pediatra del garrahan ",https://www.clarin.com/deportes/mariela-antoniska-campeona-mundial-leonas-enfrentar-coronavirus-pediatra-garrahan_0_-NCUdn9sI.html,clarin,2020-05-06
2020-05-06,deportes,"psg, con su billetera infinita, salio a competirle a barcelona por lautaro martinez ",https://www.clarin.com/deportes/competidor_0_F0fXPXReW.html,clarin,2020-05-06
2020-05-06,deportes,"fernando burlando: ""a villa se le va a hacer muy dificil porque hay muchas pruebas en su contra"" ",https://www.clarin.com/deportes/fernando-burlando-villa-va-hacer-dificil-muchas-pruebas-_0_OUEEjDYoQ.html,clarin,2020-05-06
2020-05-06,deportes,una chance que ilusiona: arjen robben puede volver al futbol en sudamerica ,https://www.clarin.com/deportes/robben-vinculado-botafogo_0_iuH_ZgS_K.html,clarin,2020-05-06
2020-05-06,deportes,"una foto vieja que se hizo viral, con famosos e incognitas que se fueron resolviendo ",https://www.clarin.com/deportes/foto-vieja-hizo-viral-famosos-incognitas-resolviendo_0_tI3mZmuLd.html,clarin,2020-05-06
2020-05-06,espectaculos,cuarentena: 15 clasicos del cine universal para ver en streaming ,https://www.clarin.com/espectaculos/cine/cuarentena-15-clasicos-cine-universal-ver-streaming_0_WHShYFwxF.html,clarin,2020-05-06
2020-05-06,cultura,"como julio cortazar aparece en ""cien anos de soledad"" ",https://www.clarin.com/cultura/julio-cortazar-aparece-cien-anos-soledad-_0_FlrY8grLS.html,clarin,2020-05-06
2020-05-06,cultura,cuarentena por coronavirus: recorre el tesoro fotografico de la historia argentina en instagram ,https://www.clarin.com/cultura/cuarentena-coronavirus-recorre-tesoro-fotografico-historia-argentina-instagram_0_IRmiWXcSm.html,clarin,2020-05-06
2020-05-06,brandstudio,"roberto ayala y la cuarentena: ""nos tiene que servir para salir mejores"" ",https://www.clarin.com/brandstudio/roberto-ayala-cuarentena-servir-salir-mejores_0_Be1ZlCWMA.html,clarin,2020-05-06
2020-05-06,viste,nacieron dos cachorros de gato salvaje  de la raza mas pequena del mundo y casi extinguida ,https://www.clarin.com/viste/nacieron-cachorros-gato-salvaje-raza-pequena-mundo-extinguida_0_Qm8VroTob.html,clarin,2020-05-06
2020-05-05,viajes,las 25 mejores playas del mundo segun los viajeros ,https://www.clarin.com/viajes/25-mejores-playas-mundo-viajeros_0_xchuUubav.html,clarin,2020-05-06
2020-05-06,entremujeres,pareja y cuarentena: como aprovechar el aislamiento para reforzar los vinculos,https://www.clarin.com/entremujeres/pareja/cuarentena-coronavirus-pareja-sexo_0_Ed5eiDAQX.html,clarin,2020-05-06
2020-05-06,espectaculos,veronica llinas y su sketch inspirado en la realidad: la mucama en el baul y otras parodias ,https://www.clarin.com/espectaculos/tv/veronica-llinas-sketch-inspirado-realidad-mucama-baul-parodias_0_gSklTrmH9.html,clarin,2020-05-06
2020-05-06,gourmet,"brownies, muffins y tortas: crece el interes por la cocina gourmet para mascotas ",https://www.clarin.com/gourmet/brownies-muffins-tortas-crece-interes-cocina-gourmet-mascotas_0_DNkPoig4D.html,clarin,2020-05-06
2020-05-05,tecnologia,apple y google mostraron como funcionara su innovador sistema de rastreo de contactos con coronavirus ,https://www.clarin.com/tecnologia/apple-google-mostraron-funcionara-innovador-sistema-rastreo-contactos-coronavirus_0_nXGVps8sk.html,clarin,2020-05-06
2020-05-05,entremujeres,"lavandina, home office e insatisfaccion constante: vaivenes de exigencias y culpa ",https://www.clarin.com/entremujeres/hogar-y-familia/lavandina-home-office-insatisfaccion-constante-vaivenes-exigencias-culpa_0_FxTU_X3lK.html,clarin,2020-05-06
2020-05-04,entremujeres,criar en tiempos de pandemia: 26 preguntas para pensarnos como padres,https://www.clarin.com/entremujeres/hogar-y-familia/crianza-coronavirus-paternidad-maternidad_0_PdB5Hnn-9.html,clarin,2020-05-06
